"activity" "subjectId" "variable" "value"
"WALKING_DOWNSTAIRS" 9 "meanTimeGravityAccelerationStandardDeviation-Z" -0.920554317815972
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationJerkMean-X" -0.547243039827891
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationJerkMean-Y" -0.555104553563503
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationJerkMean-Z" -0.721689700769728
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.553403478735408
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.556271725483333
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.77916817122449
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationMagnitudeMean" -0.518734046961905
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.633196110969728
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationMean-X" -0.532289464513605
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationMean-Y" -0.494651474235034
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationMean-Z" -0.655062273211565
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.541170169070068
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.532135172812313
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.625871772082993
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.515140810846939
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.553027359614864
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.767780095068027
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.787144257176871
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.661496552826531
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.666014612598639
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyGyroscopeMean-X" -0.620379208870442
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyGyroscopeMean-Y" -0.64835059542517
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyGyroscopeMean-Z" -0.567456661721769
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.692654261914966
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.565943677806122
"WALKING_DOWNSTAIRS" 10 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.645947720476871
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.57776193128833
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.529340480130272
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationJerkMean-X" 0.0798108613061224
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationJerkMean-Y" 0.0129143257457823
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationJerkMean-Z" -0.0113556967940476
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.52938321427551
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.540236619204728
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.750729260772109
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationMagnitudeMean" -0.502500207000204
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.545348810631551
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationMean-X" 0.27684847392517
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationMean-Y" -0.017835790552415
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationMean-Z" -0.111301532185714
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationStandardDeviation-X" -0.537807711163265
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationStandardDeviation-Y" -0.497405885644898
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyAccelerationStandardDeviation-Z" -0.614776952226361
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.734465805340136
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.768821828979592
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeJerkMean-X" -0.108150829882313
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeJerkMean-Y" -0.0424219983671769
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeJerkMean-Z" -0.0555521277515646
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.703243499727891
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.768641779047619
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.686800252738095
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeMagnitudeMean" -0.521819802352381
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.624408369413333
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeMean-X" -0.0185023695936054
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeMean-Y" -0.0846403674590918
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeMean-Z" 0.0910265011879252
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeStandardDeviation-X" -0.67390558227449
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.591333155194558
"WALKING_DOWNSTAIRS" 10 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.598142328621088
"WALKING_DOWNSTAIRS" 10 "meanTimeGravityAccelerationMagnitudeMean" -0.502500207000204
"WALKING_DOWNSTAIRS" 10 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.545348810631551
"WALKING_DOWNSTAIRS" 10 "meanTimeGravityAccelerationMean-X" 0.642905730306122
"WALKING_DOWNSTAIRS" 10 "meanTimeGravityAccelerationMean-Y" -0.0740248544557823
"WALKING_DOWNSTAIRS" 10 "meanTimeGravityAccelerationMean-Z" 0.0552047227876769
"WALKING_DOWNSTAIRS" 10 "meanTimeGravityAccelerationStandardDeviation-X" -0.965808126428571
"WALKING_DOWNSTAIRS" 10 "meanTimeGravityAccelerationStandardDeviation-Y" -0.95452407255102
"WALKING_DOWNSTAIRS" 10 "meanTimeGravityAccelerationStandardDeviation-Z" -0.938706428064626
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationJerkMean-X" -0.684606744475198
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationJerkMean-Y" -0.698571516796584
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationJerkMean-Z" -0.775572509653465
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.69693815789604
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.695947092235149
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.811112738960396
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationMagnitudeMean" -0.643295619980198
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.702471954927723
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationMean-X" -0.663817303221287
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationMean-Y" -0.639850919291089
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationMean-Z" -0.725252300544554
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.66636569620297
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.649994221693564
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.714767513465347
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.664099816515842
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.662923271717822
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.83117518480198
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.840181710346535
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.760770778168317
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.742878311054455
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyGyroscopeMean-X" -0.722727699257426
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyGyroscopeMean-Y" -0.785581012128713
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyGyroscopeMean-Z" -0.687933816079208
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.781377035445545
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.79134097529703
"WALKING_DOWNSTAIRS" 12 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.699568639950495
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.707386234311881
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.662760214650495
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationJerkMean-X" 0.0797018960059406
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationJerkMean-Y" 0.00232502503732673
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationJerkMean-Z" -0.0098753579880198
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.676215964257426
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.686882676686337
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.79397541960396
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationMagnitudeMean" -0.63774231895495
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.645505843910396
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationMean-X" 0.272694371584158
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationMean-Y" -0.0181581049852301
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationMean-Z" -0.106023060985149
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationStandardDeviation-X" -0.665151911207921
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationStandardDeviation-Y" -0.630063974084158
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyAccelerationStandardDeviation-Z" -0.702356191321782
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.820481950841584
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.82976500049505
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeJerkMean-X" -0.075396617279703
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeJerkMean-Y" -0.0418720001816832
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeJerkMean-Z" -0.0610953549569307
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.785781695990099
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.841160568910891
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.790683052970297
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeMagnitudeMean" -0.67658561339604
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.719424748168317
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeMean-X" -0.0554080556989604
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeMean-Y" -0.0716054572717822
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeMean-Z" 0.0993969300158416
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeStandardDeviation-X" -0.766013249093564
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.787318702772277
"WALKING_DOWNSTAIRS" 12 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.672976980851485
"WALKING_DOWNSTAIRS" 12 "meanTimeGravityAccelerationMagnitudeMean" -0.63774231895495
"WALKING_DOWNSTAIRS" 12 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.645505843910396
"WALKING_DOWNSTAIRS" 12 "meanTimeGravityAccelerationMean-X" 0.764929637386139
"WALKING_DOWNSTAIRS" 12 "meanTimeGravityAccelerationMean-Y" -0.0364733361668317
"WALKING_DOWNSTAIRS" 12 "meanTimeGravityAccelerationMean-Z" 0.0872210977150495
"WALKING_DOWNSTAIRS" 12 "meanTimeGravityAccelerationStandardDeviation-X" -0.964978660990099
"WALKING_DOWNSTAIRS" 12 "meanTimeGravityAccelerationStandardDeviation-Y" -0.95814205539604
"WALKING_DOWNSTAIRS" 12 "meanTimeGravityAccelerationStandardDeviation-Z" -0.940183299009901
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationJerkMean-X" -0.407603166666667
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationJerkMean-Y" -0.436329856666667
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationJerkMean-Z" -0.658904583333333
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.350325513333333
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.43872576
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.688316613333333
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationMagnitudeMean" -0.295162293333333
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.265832326666667
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationMean-X" -0.337132596666667
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationMean-Y" -0.257798546666667
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationMean-Z" -0.30462237
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.200732506666667
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.0831901553333333
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyAccelerationStandardDeviation-Z" 0.37928445
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.40602726
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.330535526666667
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.704523456666667
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.720304383333333
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.365910713333333
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.0330311043333333
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyGyroscopeMean-X" -0.44780377
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyGyroscopeMean-Y" -0.323087153333333
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyGyroscopeMean-Z" -0.359031666666667
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.46193149
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyGyroscopeStandardDeviation-Y" 0.329612503333333
"WALKING_DOWNSTAIRS" 30 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.29717323
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.443909376666667
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.37002543
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationJerkMean-X" 0.0485815196666667
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationJerkMean-Y" -0.0498076716666667
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationJerkMean-Z" -0.115833134
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.351035393333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.41786926
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.674525406666667
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationMagnitudeMean" -0.0184902189333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.191192873333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationMean-X" 0.304848333333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationMean-Y" -0.0160922593333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationMean-Z" -0.135723196
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationStandardDeviation-X" -0.235542686666667
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationStandardDeviation-Y" -0.100815070333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyAccelerationStandardDeviation-Z" 0.24027661
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.643512653333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.7023427
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeJerkMean-X" -0.0161334956666667
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeJerkMean-Y" -0.0113986366666667
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeJerkMean-Z" -0.12266362
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.671404026666667
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.661595183333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.603992823333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeMagnitudeMean" -0.009581677
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.0519516053333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeMean-X" -0.220402462333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeMean-Y" -0.0714627823333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeMean-Z" 0.137899969333333
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeStandardDeviation-X" -0.45290561
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeStandardDeviation-Y" 0.132826163
"WALKING_DOWNSTAIRS" 30 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.259336893333333
"WALKING_DOWNSTAIRS" 30 "meanTimeGravityAccelerationMagnitudeMean" -0.0184902189333333
"WALKING_DOWNSTAIRS" 30 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.191192873333333
"WALKING_DOWNSTAIRS" 30 "meanTimeGravityAccelerationMean-X" 0.920279733333333
"WALKING_DOWNSTAIRS" 30 "meanTimeGravityAccelerationMean-Y" -0.23449061
"WALKING_DOWNSTAIRS" 30 "meanTimeGravityAccelerationMean-Z" -0.0175809412666667
"WALKING_DOWNSTAIRS" 30 "meanTimeGravityAccelerationStandardDeviation-X" -0.968324283333333
"WALKING_DOWNSTAIRS" 30 "meanTimeGravityAccelerationStandardDeviation-Y" -0.97361545
"WALKING_DOWNSTAIRS" 30 "meanTimeGravityAccelerationStandardDeviation-Z" -0.838743846666667
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationJerkMean-X" -0.452749316084746
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationJerkMean-Y" -0.407656008120339
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationJerkMean-Z" -0.775176775169492
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.442082308305932
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.379258174208898
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.804252431016949
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationMagnitudeMean" -0.415466623332203
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.561621315340678
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationMean-X" -0.433587900260169
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationMean-Y" -0.323745588960169
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationMean-Z" -0.729016406186441
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.450926731285593
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.387166879172881
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.701793199322034
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.393291349702542
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.415307316294068
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.719250211762712
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.724058991271186
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.642915587869492
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.679311544288136
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyGyroscopeMean-X" -0.555999907609322
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyGyroscopeMean-Y" -0.674983413898305
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyGyroscopeMean-Z" -0.605048659483051
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.697354860144068
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.634366754830509
"WALKING_UPSTAIRS" 12 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.723065627881356
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.497662186977966
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.401351316878814
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationJerkMean-X" 0.0545586154898305
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationJerkMean-Y" 0.0104240426932203
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationJerkMean-Z" 0.0177408328090508
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.421849329245763
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.373600345556017
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.790304956271186
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationMagnitudeMean" -0.425794459213559
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.452639811590678
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationMean-X" 0.275173971949153
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationMean-Y" -0.0186437983445763
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationMean-Z" -0.107720839398305
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationStandardDeviation-X" -0.444976442345763
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationStandardDeviation-Y" -0.337117667238983
"WALKING_UPSTAIRS" 12 "meanTimeBodyAccelerationStandardDeviation-Z" -0.69405067279661
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.703363381016949
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.712128477966102
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeJerkMean-X" -0.0692049439288136
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeJerkMean-Y" -0.0467718600059322
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeJerkMean-Z" -0.0512327081544915
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.579529366516949
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.75999997338983
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.678598462567797
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeMagnitudeMean" -0.554775296115254
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.625684568141017
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeMean-X" -0.0756339311016949
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeMean-Y" -0.03797095185
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeMean-Z" 0.0903861765730508
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeStandardDeviation-X" -0.662605671844915
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.645607851101695
"WALKING_UPSTAIRS" 12 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.667772093194915
